# {"t_start": 1558294911.833735} 
r,l,t
8.0,8,0.038012
8.0,8,0.038115
9.0,9,0.038787
9.0,9,0.038827
14.0,14,0.047202
17.0,17,0.049182
19.0,19,0.049835
22.0,22,0.051641
10.0,10,0.05517
17.0,17,0.057545
15.0,15,0.058768
11.0,11,0.061736
19.0,19,0.063007
11.0,11,0.064227
11.0,11,0.06831
13.0,13,0.070667
22.0,22,0.072055
16.0,16,0.073755
11.0,11,0.074931
8.0,8,0.076684
12.0,12,0.077821
12.0,12,0.08076
13.0,13,0.082555
11.0,11,0.086865
26.0,26,0.09224
19.0,19,0.092826
41.0,41,0.09946
23.0,23,0.099513
18.0,18,0.102933
9.0,9,0.104602
10.0,10,0.105249
9.0,9,0.108055
15.0,15,0.113315
42.0,42,0.116025
15.0,15,0.11661
26.0,26,0.119922
17.0,17,0.122637
8.0,8,0.124283
8.0,8,0.128663
24.0,24,0.12934
7.0,7,0.132961
7.0,7,0.133556
32.0,32,0.13468
25.0,25,0.136834
10.0,10,0.138473
10.0,10,0.140155
10.0,10,0.14394
9.0,9,0.145076
21.0,21,0.145119
16.0,16,0.145818
6.0,6,0.148167
8.0,8,0.15289
12.0,12,0.152947
17.0,17,0.155838
8.0,8,0.157483
19.0,19,0.163406
16.0,16,0.164541
34.0,34,0.165657
18.0,18,0.167317
9.0,9,0.169626
11.0,11,0.171817
9.0,9,0.1724
7.0,7,0.173603
19.0,19,0.174208
11.0,11,0.179518
15.0,15,0.180135
15.0,15,0.180736
13.0,13,0.187671
15.0,15,0.18827
22.0,22,0.191562
38.0,38,0.194855
13.0,13,0.194904
13.0,13,0.195494
12.0,12,0.201422
19.0,19,0.202025
13.0,13,0.202065
17.0,17,0.206373
14.0,14,0.211293
25.0,25,0.216968
26.0,26,0.218108
24.0,24,0.219752
9.0,9,0.222032
20.0,20,0.222729
9.0,9,0.223348
8.0,8,0.224504
10.0,10,0.228416
8.0,8,0.229018
14.0,14,0.23026
17.0,17,0.233371
10.0,10,0.238779
19.0,19,0.239374
21.0,21,0.241019
10.0,10,0.244339
11.0,11,0.247213
17.0,17,0.249227
35.0,35,0.250451
18.0,18,0.254744
14.0,14,0.25539
17.0,17,0.259654
12.0,12,0.261298
13.0,13,0.262424
7.0,7,0.263554
30.0,30,0.265733
9.0,9,0.267444
8.0,8,0.268058
7.0,7,0.271429
8.0,8,0.272555
8.0,8,0.275826
30.0,30,0.278021
11.0,11,0.278617
14.0,14,0.285719
19.0,19,0.288966
26.0,26,0.2901
9.0,9,0.293906
18.0,18,0.295541
55.0,55,0.296109
12.0,12,0.296699
11.0,11,0.299998
12.0,12,0.302748
17.0,17,0.310013
30.0,30,0.312857
19.0,19,0.314136
35.0,35,0.316916
14.0,14,1.040609
14.0,14,1.042238
32.0,32,1.049209
20.0,20,1.053589
37.0,37,1.059786
28.0,28,1.059842
11.0,11,1.066677
13.0,13,1.067954
31.0,31,1.068639
8.0,8,1.071786
31.0,31,1.073057
9.0,9,1.074365
10.0,10,1.074411
10.0,10,1.079371
12.0,12,1.081918
20.0,20,1.084756
19.0,19,1.086881
15.0,15,1.089528
14.0,14,1.091486
10.0,10,1.09154
5.0,5,1.092805
16.0,16,1.097115
9.0,9,1.098403
14.0,14,1.100306
7.0,7,1.101678
7.0,7,1.104815
22.0,22,1.105535
14.0,14,1.107444
10.0,10,1.111852
8.0,8,1.112551
15.0,15,1.11448
20.0,20,1.114528
13.0,13,1.12029
12.0,12,1.12035
17.0,17,1.125273
13.0,13,1.128432
25.0,25,1.130328
21.0,21,1.133495
15.0,15,1.134833
11.0,11,1.13554
12.0,12,1.138055
9.0,9,1.143888
17.0,17,1.144585
8.0,8,1.149744
25.0,25,1.151223
12.0,12,1.152066
26.0,26,1.152896
9.0,9,1.157305
11.0,11,1.157362
14.0,14,1.161124
11.0,11,1.164249
8.0,8,1.169308
17.0,17,1.17184
30.0,30,1.171891
13.0,13,1.177423
33.0,33,1.178115
23.0,23,1.18603
24.0,24,1.186725
21.0,21,1.191012
8.0,8,1.191712
12.0,12,1.198489
35.0,35,1.199179
27.0,27,1.202928
7.0,7,1.203642
19.0,19,1.203688
13.0,13,1.206837
8.0,8,1.211736
15.0,15,1.212398
19.0,19,1.215229
19.0,19,1.215277
9.0,9,1.220377
17.0,17,1.222112
15.0,15,1.223869
8.0,8,1.22506
9.0,9,1.227397
9.0,9,1.229184
8.0,8,1.232043
40.0,40,1.235131
8.0,8,1.236951
15.0,15,1.238143
26.0,26,1.240681
15.0,15,1.249123
34.0,34,1.255629
34.0,34,1.258511
37.0,37,1.259129
23.0,23,1.263138
14.0,14,1.267158
23.0,23,1.268897
9.0,9,1.274004
23.0,23,1.276298
31.0,31,1.276345
9.0,9,1.28144
16.0,16,1.283282
13.0,13,1.283911
14.0,14,1.289558
40.0,40,1.290166
14.0,14,1.291897
9.0,9,1.294795
20.0,20,1.294844
9.0,9,1.295474
22.0,22,1.304491
22.0,22,1.307927
30.0,30,1.312087
33.0,33,1.313878
13.0,13,1.315612
16.0,16,1.321417
35.0,35,1.324906
17.0,17,1.325524
14.0,14,1.332889
36.0,36,1.334691
25.0,25,1.335921
22.0,22,1.338284
13.0,13,1.343701
20.0,20,1.344953
11.0,11,1.344994
23.0,23,1.612033
7.0,7,1.61279
18.0,18,1.618737
12.0,12,1.62076
9.0,9,1.626878
20.0,20,1.632458
9.0,9,1.63323
38.0,38,1.633979
13.0,13,1.642522
17.0,17,1.644579
19.0,19,1.645315
10.0,10,1.649272
56.0,56,1.649979
11.0,11,1.651992
11.0,11,1.656603
15.0,15,1.659916
24.0,24,1.66129
20.0,20,1.665256
14.0,14,1.665968
12.0,12,1.667967
8.0,8,1.6713
20.0,20,1.674681
16.0,16,1.676057
8.0,8,1.676802
8.0,8,1.680093
23.0,23,1.68338
14.0,14,1.686056
17.0,17,1.687423
14.0,14,1.689413
7.0,7,1.692093
10.0,10,1.692825
